SAMPID,SMATSSCR,SMCENTER,SMPTHNTS,SMRIN,SMTS,SMTSD,SMUBRID,SMTSISCH,SMTSPAX,SMTSTPTREF,SMNABTCH,SMNABTCHT,SMNABTCHD,SMGEBTCH,SMGEBTCHD,SMGEBTCHT,SMAFRZE,SMGTC,SME2MPRT,SMCHMPRS,SMNTRART,SMNUMGPS,SMMAPRT,SMEXNCRT,SM550NRM,SMGNSDTC,SMUNMPRT,SM350NRM,SMRDLGTH,SMMNCPB,SME1MMRT,SMSFLGTH,SMESTLBS,SMMPPD,SMNTERRT,SMRRNANM,SMRDTTL,SMVQCFL,SMMNCV,SMTRSCPT,SMMPPDPR,SMCGLGTH,SMGAPPCT,SMUNPDRD,SMNTRNRT,SMMPUNRT,SMEXPEFF,SMMPPDUN,SME2MMRT,SME2ANTI,SMALTALG,SME2SNSE,SMMFLGTH,SME1ANTI,SMSPLTRD,SMBSMMRT,SME1SNSE,SME1PCTS,SMRRNART,SME1MPRT,SMNUM5CD,SMDPMPRT,SME2PCTS
GTEX-11WQC-0011-R6a-SM-5BC77,,"B1, A1",,8.1,Brain,Brain - Nucleus accumbens (basal ganglia),1882,,,Actual Death,BP-43229,RNA isolation_PAXgene Tissue miRNA,9/6/13,LCSET-4455,1/18/14,TrueSeq.v1,USE ME,,0.9019674,48219,0.9683045,1194,0.91632134,0.9125121,0.2481938,23826,0.46941558,0.8524496,76,28.063023,0.003821469,222,18194098,64681085,0.031554744,7420822,70587774,17295234,0.70990866,139576,31126974,105831,0.05532438,0,0.055792417,0.4301355,0.8361543,30362308,0.004091084,13842729,4803652,14015557,219,14096181,4139465,0.003954164,14629352,50.928043,0.105128996,0.93067527,773,0.53058445,50.310192
GTEX-11WQC-0011-R8b-SM-57WCH,,"B1, A1",,7.5,Brain,Brain - Hypothalamus,1898,,,Actual Death,BP-43316,RNA isolation_PAXgene Tissue miRNA,9/9/13,LCSET-4415,12/21/13,TrueSeq.v1,USE ME,,0.9233744,67929,0.95948607,1035,0.93471134,0.8818412,0.24469167,25162,0.6282862,0.81058085,76,35.229076,0.002679684,205,30598416,61625049,0.040348332,5110986,65929496,8500960,0.7538337,144359,29802442,76870,0.038421996,0,0.07764497,0.58726627,0.82426697,38718169,0.00314762,12883943,4018030,13066771,202,13141822,5422655,0.002910814,13437301,50.555843,0.077521995,0.9460483,770,0.3717138,50.35226
GTEX-11WQK-0011-R10a-SM-5BC6R,,"B1, A1",,7.3,Brain,Brain - Frontal Cortex (BA9),9834,,,Actual Death,BP-43229,RNA isolation_PAXgene Tissue miRNA,9/6/13,LCSET-4455,1/18/14,TrueSeq.v1,USE ME,,0.8996699,45850,0.9712972,1195,0.91867995,0.91678977,0.2631227,24247,0.5893649,0.7860823,76,29.086794,0.003279188,174,23074988,53499372,0.028441718,5806325,58235050,14338744,0.6441759,142182,25646076,90606,0.05022812,0,0.05450746,0.54143775,0.8422364,31530651,0.003720886,11442837,3270255,11441963,170,11674104,5360133,0.003495467,12162276,51.024006,0.099704996,0.93769,802,0.4106351,49.998093
GTEX-11WQK-0011-R8a-SM-5BC7C,,"B1, A1",,6.4,Brain,Brain - Hypothalamus,1898,,,Actual Death,BP-43229,RNA isolation_PAXgene Tissue miRNA,9/6/13,LCSET-4455,1/18/14,TrueSeq.v1,USE ME,,0.89567155,34311,0.9708275,1605,0.91395044,0.91976833,0.1976087,23093,0.41483247,0.8591453,76,21.022148,0.003467486,191,12969542,55709023,0.029089902,7130348,60954094,15610202,0.8157578,134440,26745892,127017,0.06326439,0,0.051059198,0.37913632,0.84062266,23109912,0.003902043,12068630,4002357,12097191,198,12212175,2725897,0.003680419,12914680,51.397915,0.11697898,0.93222934,677,0.5851675,50.059093
GTEX-11WQK-3026-SM-5EQL6,1,B1,"2 pieces, no abnormalities",6.6,Brain,Brain - Cortex,1870,860,816,Actual Death,BP-44312,RNA Extraction from Paxgene-derived Lysate Plate Based,10/4/13,LCSET-4790,2/19/14,TrueSeq.v1,USE ME,,0.93042517,62280,0.9702796,911,0.94148177,0.874718,0.27478048,26247,0.65284425,0.8065608,76,39.22959,0.002313511,238,36211251,66141579,0.029491842,4246491,70252642,9034202,0.6463409,147883,31964796,56144,0.030814337,0,0.09556161,0.614641,0.8235311,43180151,0.002684007,14116869,3403878,14157480,222,14181684,6942728,0.002496583,14758370,50.99635,0.060445998,0.9525384,850,0.34715572,50.071815
GTEX-11ZTS-0011-R8a-SM-57WDI,,"B1, A1",,6.3,Brain,Brain - Hypothalamus,1898,,,Actual Death,BP-43316,RNA isolation_PAXgene Tissue miRNA,9/9/13,LCSET-4415,12/21/13,TrueSeq.v1,USE ME,,0.92851603,47264,0.96901965,1131,0.9395339,0.9072597,0.24741443,24184,0.4720561,0.8092728,76,31.20583,0.002404741,301,19368517,68307529,0.030861108,8411737,72703632,8923786,0.73847544,140544,33155462,85981,0.046815593,0,0.06175994,0.4435127,0.85240126,32244985,0.002916393,14638816,4431180,14891887,293,14903545,4287033,0.002657567,15313284,50.677998,0.11569899,0.9505518,752,0.5279439,50.428486
GTEX-11ZUS-0011-R10b-SM-5BC79,,"C1, A1",,6.5,Brain,Brain - Frontal Cortex (BA9),9834,,,Actual Death,BP-43234,RNA isolation_PAXgene Tissue miRNA,9/6/13,LCSET-4455,1/18/14,TrueSeq.v1,USE ME,,0.9119103,58359,0.9718527,1053,0.92702734,0.9135121,0.28397703,25063,0.6285028,0.8020382,76,37.973297,0.003172645,184,31958765,64012173,0.027758487,4386396,69051010,19701406,0.6244191,146844,30843013,74100,0.04065159,0,0.05834061,0.5826393,0.8468507,40231829,0.003424868,13669686,3865933,13854171,202,14060152,7505824,0.0032967,14360198,50.527874,0.063524,0.94214445,846,0.3714972,50.335136
GTEX-11ZUS-0011-R8a-SM-5BC73,,"C1, A1",,8.8,Brain,Brain - Hypothalamus,1898,,,Actual Death,BP-43234,RNA isolation_PAXgene Tissue miRNA,9/6/13,LCSET-4455,1/18/14,TrueSeq.v1,USE ME,,0.91059643,57177,0.9598425,1037,0.92652524,0.91366446,0.2919314,24011,0.73462373,0.7185601,76,43.933537,0.003102414,246,45408852,56492552,0.039655477,3524758,60972492,15193592,0.6210542,142485,27183748,92501,0.052140586,0,0.04617805,0.6806474,0.8465332,41500767,0.003414122,11565743,2973176,11667794,172,11894563,8295246,0.003255589,12145254,50.52141,0.057808988,0.94245404,804,0.2653763,50.219624
GTEX-11ZUS-2926-SM-5FQSL,1,C1,4 pieces,6.3,Brain,Brain - Cortex,1870,1440,1068,Actual Death,BP-44114,RNA Extraction from Paxgene-derived Lysate Plate Based,9/30/13,LCSET-4793,2/19/14,TrueSeq.v1,USE ME,,0.93166584,57172,0.9674795,860,0.9416765,0.8912566,0.29173335,25338,0.6920224,0.74724185,76,47.46739,0.003062038,287,45303483,70054351,0.03213312,3075490,74393226,10647280,0.62583417,145725,33936406,63409,0.03358072,0,0.07622306,0.6516612,0.83927536,48479179,0.002717322,14923412,3741124,14953071,256,15070362,8312575,0.002891512,15441053,50.607464,0.041340996,0.9516872,842,0.30797762,50.049637
GTEX-12126-0011-R10b-SM-5BC6T,,"C1, A1",,8,Brain,Brain - Frontal Cortex (BA9),9834,,,Actual Death,BP-43234,RNA isolation_PAXgene Tissue miRNA,9/6/13,LCSET-4455,1/18/14,TrueSeq.v1,USE ME,,0.9034735,55143,0.962161,949,0.91994137,0.9005251,0.27136767,24579,0.6627036,0.7617663,76,41.53698,0.003802579,182,37753385,65546867,0.037363403,5244012,71251140,18784988,0.62083316,143425,31496576,71916,0.03857511,0,0.061635897,0.60964847,0.8284303,43438146,0.004067656,13746649,4226398,13806713,186,14074352,7594727,0.003932745,14474187,50.70027,0.073598996,0.9364093,818,0.33729637,50.108997
GTEX-12126-1026-SM-5P9JJ,0,C1,4 pieces,6.9,Brain,Brain - Cortex,1870,998,890,Actual Death,BP-47888,RNA Extraction from Paxgene-derived Lysate Plate Based,1/6/14,LCSET-4916,3/27/14,TrueSeq.v1,USE ME,,0.933788,76649,0.95689505,764,0.93716115,0.87851906,0.29344195,26223,0.66318905,0.7408275,76,68.30598,0.003496163,294,57355802,100172958,0.042752016,6534066,106889794,3485584,0.6435603,148284,48680732,59134,0.03266285,0,0.07837602,0.621515,0.82331395,66433610,0.003296333,20977418,6468520,21264873,311,21169950,11847600,0.003396608,21372941,50.238567,0.061129,0.9405342,861,0.33681095,50.34024
GTEX-12584-0011-R6a-SM-5NQ7C,,"B1, A1",,5.7,Brain,Brain - Nucleus accumbens (basal ganglia),1882,,,Actual Death,BP-43314,RNA isolation_PAXgene Tissue miRNA,9/9/13,LCSET-4906,3/22/14,TrueSeq.v1,USE ME,,0.94014937,34698,0.9788216,1594,0.94716007,0.93388456,0.19831122,22587,0.34229755,0.91220444,76,25.511148,0.003843991,275,12974620,71689150,0.02111491,9514956,75688530,5714400,0.83740544,130266,34875124,140012,0.07082269,0,0.044937022,0.32421058,0.8845382,24539022,0.002286963,15814662,4500502,16273961,304,16106486,3087997,0.003071239,16449991,50.527554,0.12571199,0.9541708,687,0.6577024,50.71567
GTEX-12696-2926-SM-5FQTG,1,B1,"2 pieces, no abnormalities",7.9,Brain,Brain - Cortex,1870,750,945,Actual Death,BP-44114,RNA Extraction from Paxgene-derived Lysate Plate Based,9/30/13,LCSET-4793,2/19/14,TrueSeq.v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GTEX-12WS9-0011-R10a-SM-57WBV,,"C1, A1",,6.1,Brain,Brain - Frontal Cortex (BA9),9834,,,Actual Death,BP-43579,RNA isolation_PAXgene Tissue miRNA,9/16/13,LCSET-4415,12/21/13,TrueSeq.v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GTEX-12WS9-0011-R5b-SM-5P9EV,,"C1, A1",,7.8,Brain,Brain - Caudate (basal ganglia),1873,,,Actual Death,BP-43965,RNA isolation_PAXgene Tissue miRNA,9/25/13,LCSET-4914,3/27/14,TrueSeq.v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GTEX-12WS9-0011-R6a-SM-5P9EW,,"C1, A1",,7.3,Brain,Brain - Nucleus accumbens (basal ganglia),1882,,,Actual Death,BP-43965,RNA isolation_PAXgene Tissue miRNA,9/25/13,LCSET-4914,3/27/14,TrueSeq.v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GTEX-12WS9-2926-SM-5EGL8,1,C1,"4 pieces, no abnormalities",6.1,Brain,Brain - Cortex,1870,574,1136,Actual Death,BP-45028,RNA Extraction from Paxgene-derived Lysate Plate Based,10/24/13,LCSET-4797,2/11/14,TrueSeq.v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GTEX-12WSA-0011-R10b-SM-5P9ET,,"C1, A1",,7.2,Brain,Brain - Frontal Cortex (BA9),9834,,,Actual Death,BP-43965,RNA isolation_PAXgene Tissue miRNA,9/25/13,LCSET-4914,3/27/14,TrueSeq.v1,USE ME,,0.9293847,104087,0.96405756,816,0.9344237,0.9072969,0.26971406,25978,0.5197193,0.930251,76,72.470665,0.002540711,427,43024272,128194915,0.0357391,13884595,137191424,4472616,0.68675274,147208,62228472,64423,0.036374815,0,0.056760646,0.48563802,0.8477997,66625371,0.002594342,27078566,7585823,27803141,435,27686005,12303698,0.002567382,27777205,50.082214,0.101206,0.93946266,834,0.48028073,50.660122
GTEX-12WSA-0011-R5b-SM-5GU5I,,"C1, A1",,7,Brain,Brain - Caudate (basal ganglia),1873,,,Actual Death,BP-43747,RNA isolation_PAXgene Tissue miRNA,9/19/13,LCSET-4803,2/19/14,TrueSeq.v1,USE ME,,0.94094825,76531,0.9586208,1124,0.9493159,0.9217305,0.26164502,24242,0.582083,0.77517265,76,47.011574,0.002141046,355,29598726,70533774,0.041067373,6101630,74299584,4563370,0.6785504,142934,34280414,106426,0.05917704,0,0.036890242,0.55258065,0.8750135,41056510,0.002326849,14568555,4325809,14821694,278,14791259,9753043,0.002233129,15118924,50.547745,0.08212199,0.9576835,795,0.417917,50.430653
GTEX-12WSA-0011-R8a-SM-5P9EX,,"C1, A1",,6.9,Brain,Brain - Hypothalamus,1898,,,Actual Death,BP-43965,RNA isolation_PAXgene Tissue miRNA,9/25/13,LCSET-4914,3/27/14,TrueSeq.v1,USE ME,,0.93199366,129502,0.9644173,895,0.93671685,0.90544,0.20741244,26508,0.5612556,0.8438237,76,88.93486,0.002623398,590,51807772,132890692,0.035428118,12085358,141868578,4627902,0.7872234,147275,64409255,66508,0.035231527,0,0.05897723,0.5257376,0.8481409,74585641,0.002665611,27186054,6668107,28001580,451,27792695,13890398,0.002644398,27942416,50.13431,0.085186996,0.9414401,816,0.43874446,50.73887
GTEX-12WSA-2926-SM-5EQ4D,1,C1,"4 pieces, no abnormalities",5.8,Brain,Brain - Cortex,1870,1036,1332,Actual Death,BP-44399,RNA Extraction from Paxgene-derived Lysate Plate Based,10/7/13,LCSET-4767,2/8/14,TrueSeq.v1,USE ME,,0.9393274,56595,0.9778308,863,0.9479065,0.9099252,0.2937388,24829,0.5421729,0.80502987,76,39.97281,0.002250543,301,26832052,74351457,0.021960404,5481921,78437544,9194456,0.6262747,144544,36127016,61358,0.036081564,0,0.06790563,0.5139292,0.862524,40311345,0.002518647,16162099,4077889,16291155,314,16324814,6654525,0.002383382,16708842,50.58127,0.069888994,0.9564855,860,0.45782712,50.198833
GTEX-12WSB-0011-R5b-SM-5GU67,,"C1, A1",,7.9,Brain,Brain - Caudate (basal ganglia),1873,,,Actual Death,BP-43747,RNA isolation_PAXgene Tissue miRNA,9/19/13,LCSET-4803,2/19/14,TrueSeq.v1,USE ME,,0.93744075,68915,0.95747393,1080,0.946348,0.9016965,0.2676381,25079,0.58795,0.8157504,76,39.981205,0.002501512,242,30350243,71023184,0.04219032,5625654,75049750,4553298,0.63233936,145797,34480269,82933,0.04684395,0,0.055777464,0.5564053,0.8533187,41758080,0.002679917,14873777,4148837,15108710,247,15141562,8612163,0.002589875,15403286,50.428425,0.074958995,0.95525527,811,0.41205,50.391785
GTEX-12WSB-0011-R6b-SM-5GU6J,,"C1, A1",,7.7,Brain,Brain - Nucleus accumbens (basal ganglia),1882,,,Actual Death,BP-43747,RNA isolation_PAXgene Tissue miRNA,9/19/13,LCSET-4803,2/19/14,TrueSeq.v1,USE ME,,0.92986786,80167,0.95601815,1280,0.9401104,0.9203273,0.24147812,23808,0.50819695,0.81038773,76,38.249737,0.002811297,316,22521712,69735983,0.043782804,8435653,74178504,5039698,0.7748032,139554,33833744,141704,0.07794435,0,0.035690855,0.47776127,0.8652093,35439617,0.003000129,14385956,4977683,14792574,257,14807777,7615820,0.002904684,15007138,50.33433,0.11372099,0.95035297,759,0.49180302,50.696774
GTEX-12WSC-0011-R10a-SM-5GU57,,"C1, A1",,6.5,Brain,Brain - Frontal Cortex (BA9),9834,,,Actual Death,BP-43747,RNA isolation_PAXgene Tissue miRNA,9/19/13,LCSET-4803,2/19/14,TrueSeq.v1,USE ME,,0.9369735,60188,0.9585798,1070,0.9462764,0.9104675,0.25566074,24244,0.67153674,0.81469154,76,43.394424,0.002631407,220,37559260,63166422,0.04111064,3998748,66752612,4461674,0.71462977,141056,30670570,96246,0.05272381,0,0.048112255,0.6354594,0.86155397,42418574,0.002838884,13060858,3331416,13263443,208,13316685,7551045,0.002734126,13527486,50.392635,0.059903994,0.95557934,795,0.32846323,50.38479
GTEX-12WSC-0011-R5b-SM-5CVNS,,"C1, A1",,7.4,Brain,Brain - Caudate (basal ganglia),1873,,,Actual Death,BP-44020,RNA isolation_PAXgene Tissue miRNA,9/27/13,LCSET-4633,2/15/14,TrueSeq.v1,USE ME,,0.8528126,66250,0.95876604,994,0.87053144,0.8869735,0.29204372,25504,0.684558,0.77494526,76,43.113354,0.00519744,189,42073696,66001258,0.0409419,5780454,75817196,14196706,0.67033297,145497,31357580,65839,0.035336707,0,0.07179259,0.59592927,0.7721383,45181687,0.003926968,13621896,3884365,13878156,179,14160051,7476469,0.004575134,14466127,50.53461,0.076241985,0.8882503,835,0.31544206,50.465923
GTEX-12WSC-0011-R6b-SM-5LU99,,"C1, A1",,6.7,Brain,Brain - Nucleus accumbens (basal ganglia),1882,,,Actual Death,BP-44020,RNA isolation_PAXgene Tissue miRNA,9/27/13,LCSET-4899,3/23/14,TrueSeq.v1,USE ME,,0.9148457,70286,0.95919955,969,0.91914743,0.8899102,0.26956323,25037,0.6935291,0.8105443,76,39.956757,0.003591799,189,39491274,60166958,0.040510405,5072066,65459532,5776794,0.6678801,143614,28910156,72470,0.041152615,0,0.069289304,0.6374555,0.81795865,41727541,0.002834196,12598355,3061827,12813255,180,12772343,7054073,0.00321477,12876937,50.20389,0.077484,0.9234491,807,0.30647078,50.422836
GTEX-12WSC-3026-SM-5GCNF,1,C1,"4 pieces, includes adherent meninges",6.7,Brain,Brain - Cortex,1870,889,397,Actual Death,BP-44157,RNA Extraction from Paxgene-derived Lysate Plate Based,10/1/13,LCSET-4795,2/23/14,TrueSeq.v1,USE ME,,0.9277177,56792,0.973558,917,0.94025874,0.9014102,0.29904342,25176,0.6945738,0.71245146,76,48.916386,0.003181498,223,44969254,68403171,0.026108162,3014876,72749304,6453892,0.65789294,145293,33037025,61500,0.03335687,0,0.07214776,0.6530791,0.84755886,47511048,0.00272353,14461353,3277857,14664987,240,14884338,8294727,0.002955568,15018992,50.22515,0.041441992,0.95279986,853,0.30542627,50.34957
GTEX-12WSD-0011-R10b-SM-5GU79,,"C1, A1",,7.5,Brain,Brain - Frontal Cortex (BA9),9834,,,Actual Death,BP-43747,RNA isolation_PAXgene Tissue miRNA,9/19/13,LCSET-4803,2/19/14,TrueSeq.v1,USE ME,,0.93490076,60801,0.95032686,1364,0.94354343,0.9122459,0.23898412,22733,0.5740189,0.89616805,76,34.413795,0.002778081,252,22426792,55069431,0.049428727,5681374,58364492,3502288,0.77601206,134394,26782193,150200,0.085507505,0,0.038080983,0.5416118,0.86074364,31610897,0.002989611,11250670,4031667,11407842,190,11383804,6143980,0.002882878,11689648,50.662766,0.09734299,0.95218605,722,0.42598104,50.34683
GTEX-12WSD-0011-R5b-SM-5CVNG,,"C1, A1",,8.4,Brain,Brain - Caudate (basal ganglia),1873,,,Actual Death,BP-43982,RNA isolation_PAXgene Tissue miRNA,9/26/13,LCSET-4633,2/15/14,TrueSeq.v1,USE ME,,0.8560311,55091,0.96689636,969,0.872305,0.89315164,0.27322158,25331,0.577739,0.79255134,76,34.860126,0.005246098,232,27363214,66576549,0.032875482,5555671,76322562,13920768,0.6570274,146168,31713905,69692,0.03811943,0,0.07374471,0.5039646,0.7791006,38463869,0.00396299,14056094,4247682,14272831,204,14438471,5839358,0.004616513,14947826,50.866657,0.072791986,0.8885788,842,0.422261,50.382538
GTEX-12WSD-0011-R6b-SM-5P9JU,,"C1, A1",,5.8,Brain,Brain - Nucleus accumbens (basal ganglia),1882,,,Actual Death,BP-43982,RNA isolation_PAXgene Tissue miRNA,9/26/13,LCSET-4916,3/27/14,TrueSeq.v1,USE ME,,0.93439287,100260,0.9615142,615,0.93754363,0.8759761,0.29072574,27163,0.6802335,0.8287425,76,72.28617,0.003237752,295,65199634,106257142,0.03819734,5615216,113335676,3744794,0.65973717,150947,51597461,42006,0.02352571,0,0.08553809,0.63774854,0.8212658,72279660,0.003029148,22401305,5805374,22799905,325,22684821,12264954,0.003133801,22814941,50.14299,0.049544998,0.94069433,883,0.31976655,50.440914
GTEX-12WSD-3126-SM-5HL7P,1,C1,"4 pieces, no abnormalities; fragment of dura/choroid plexus, delineated",5.8,Brain,Brain - Cortex,1870,570,744,Actual Death,BP-45395,RNA Extraction from Paxgene-derived Lysate Plate Based,11/1/13,LCSET-4807,2/28/14,TrueSeq.v1,USE ME,,0.9347495,54804,0.9645038,872,0.9437227,0.88674766,0.24853235,25167,0.64159906,0.756617,76,40.951015,0.002720021,229,34368845,65769155,0.035232853,4469017,69691188,6292722,0.64742434,145056,31899160,66493,0.037650965,0,0.07775622,0.60549164,0.8368439,42197427,0.002961888,13822026,4036901,14193964,228,14238131,6644188,0.002839805,14307715,50.12188,0.064126,0.95269597,833,0.35840094,50.663795
GTEX-12WSE-0011-R10b-SM-5P9JV,,"C1, A1",,7.5,Brain,Brain - Frontal Cortex (BA9),9834,,,Actual Death,BP-43982,RNA isolation_PAXgene Tissue miRNA,9/26/13,LCSET-4916,3/27/14,TrueSeq.v1,USE ME,,0.93920916,90438,0.9583932,721,0.9424396,0.8867043,0.31143197,26448,0.74443245,0.7430577,76,84.85527,0.002660681,397,90622857,108749231,0.040951636,4816543,115391190,3609796,0.61905926,147894,52832840,54700,0.031438246,0,0.071688876,0.7015826,0.8356653,80956457,0.002446263,22758439,4806354,23021206,337,22939110,16072779,0.002553839,23154226,50.233353,0.041740995,0.9456701,866,0.25556755,50.286995
GTEX-12WSE-0011-R6b-SM-5LZV5,,"C1, A1",,7.9,Brain,Brain - Nucleus accumbens (basal ganglia),1882,,,Actual Death,BP-44020,RNA isolation_PAXgene Tissue miRNA,9/27/13,LCSET-4900,3/23/14,TrueSeq.v1,USE ME,,0.9382222,58190,0.964679,1169,0.9441215,0.89710957,0.23161004,24655,0.54571927,0.8512148,76,36.046978,0.002336734,300,25218151,69100679,0.035165675,7307774,73190456,3572712,0.74336326,140897,33602309,87221,0.043635808,0,0.06756948,0.5152253,0.8469804,37709571,0.002444731,14481836,3830170,15190958,293,15183155,5179419,0.002390395,14854115,49.45228,0.099846,0.9500207,782,0.45428073,51.194904
GTEX-12WSF-0011-R10a-SM-5LZVH,,"C1, A1",,8.1,Brain,Brain - Frontal Cortex (BA9),9834,,,Actual Death,BP-44020,RNA isolation_PAXgene Tissue miRNA,9/27/13,LCSET-4900,3/23/14,TrueSeq.v1,USE ME,,0.93750936,60716,0.9583805,938,0.9435829,0.8849069,0.3012114,24947,0.7611119,0.75824374,76,45.836796,0.002315208,194,54389672,60352563,0.041192353,3612392,63961064,3148726,0.6480396,144300,29288414,69470,0.037809025,0,0.073473565,0.7181722,0.834983,45935057,0.002449095,12591167,3039546,12789665,187,12858536,8136014,0.00238172,12844964,49.9736,0.056477986,0.94965637,866,0.23888804,50.39104
GTEX-12WSF-0011-R5a-SM-5HL8K,,"C1, A1",,8.3,Brain,Brain - Caudate (basal ganglia),1873,,,Actual Death,BP-45053,RNA isolation_PAXgene Tissue miRNA,10/25/13,LCSET-4807,2/28/14,TrueSeq.v1,USE ME,,0.93370986,63818,0.95959353,1059,0.943512,0.8832445,0.24158141,25251,0.64091533,0.81693226,76,35.63766,0.002107865,193,31177840,59757000,0.040181518,5371094,63334650,5542248,0.68543094,146109,28966582,72030,0.039143525,0,0.07634898,0.6047113,0.8333518,38299174,0.002386422,12527265,3334308,12814435,200,12775528,6296336,0.002245696,13093411,50.614407,0.08480499,0.9533141,800,0.35908473,50.566593
GTEX-12WSF-0011-R6b-SM-5HL8W,,"C1, A1",,5.9,Brain,Brain - Nucleus accumbens (basal ganglia),1882,,,Actual Death,BP-45053,RNA isolation_PAXgene Tissue miRNA,10/25/13,LCSET-4807,2/28/14,TrueSeq.v1,USE ME,,0.93684274,69137,0.96314293,1095,0.9451888,0.9042424,0.23635074,24914,0.60526985,0.7968138,76,41.996582,0.002319074,292,30815848,67761172,0.03666678,7283408,71690618,6309930,0.7303194,142979,32925101,75984,0.04040782,0,0.05890055,0.57209426,0.85467976,41013791,0.002522952,14305470,4103157,14607518,275,14642415,6830989,0.002420113,14778684,50.231583,0.101595,0.9535349,821,0.3947302,50.52234
GTEX-12WSH-0011-R10a-SM-5LZUS,,"B1, A1",,6.8,Brain,Brain - Frontal Cortex (BA9),9834,,,Actual Death,BP-44020,RNA isolation_PAXgene Tissue miRNA,9/27/13,LCSET-4900,3/23/14,TrueSeq.v1,USE ME,,0.93565285,64908,0.96092576,1182,0.94195265,0.8881298,0.23777251,24698,0.69456345,0.8171229,76,41.467094,0.002359652,232,42108501,64381662,0.038823895,5407990,68349154,3380780,0.71864563,142020,31217382,95891,0.047289196,0,0.07279601,0.6542459,0.83657616,44717153,0.002491457,13473665,2904567,13661030,220,13712219,6703350,0.002425114,13786429,50.134937,0.079123,0.9482523,782,0.30543646,50.34525
GTEX-12WSH-0011-R5b-SM-5P9F3,,"B1, A1",,6.2,Brain,Brain - Caudate (basal ganglia),1873,,,Actual Death,BP-43965,RNA isolation_PAXgene Tissue miRNA,9/25/13,LCSET-4914,3/27/14,TrueSeq.v1,USE ME,,0.9356305,69074,0.96996593,1053,0.9403459,0.92600703,0.21775071,24705,0.37759057,0.8056924,76,45.899998,0.002757579,421,23452674,114031483,0.029928332,22985504,121265464,3726348,0.7484454,142041,55490603,86161,0.045370173,0,0.043958843,0.35506573,0.8707669,43057211,0.002792426,24600872,6778480,25425626,394,25232247,6879467,0.002774915,25285663,50.052864,0.18954699,0.9450614,778,0.62240946,50.824318
GTEX-12WSH-0011-R6b-SM-5P9F4,,"B1, A1",,8.4,Brain,Brain - Nucleus accumbens (basal ganglia),1882,,,Actual Death,BP-43965,RNA isolation_PAXgene Tissue miRNA,9/25/13,LCSET-4914,3/27/14,TrueSeq.v1,USE ME,,0.93500763,114805,0.9581837,871,0.9394256,0.8927777,0.2528629,26091,0.55330205,0.8247783,76,68.4452,0.002622563,394,44960217,119028422,0.041658856,16378063,126703412,4301136,0.780191,144906,57793783,67082,0.036579452,0,0.06540607,0.5197861,0.8386982,65858674,0.002621265,25036914,6900689,25731498,366,25634737,10806243,0.002621917,25603415,49.969437,0.129263,0.94384354,836,0.44669792,50.68407
GTEX-12WSH-3026-SM-5CVNI,1,B1,5 pieces,6.4,Brain,Brain - Cortex,1870,1079,1134,Actual Death,BP-44437,RNA Extraction from Paxgene-derived Lysate Plate Based,10/8/13,LCSET-4633,2/15/14,TrueSeq.v1,USE ME,,0.85282713,54352,0.9668589,1009,0.8723797,0.88793755,0.26750538,25182,0.64449483,0.8485099,76,41.58892,0.004915223,221,37013819,68885593,0.03292497,6469505,78962858,13378176,0.70312095,143764,32676136,78052,0.040414292,0,0.07892138,0.5622442,0.7746187,44396407,0.00367662,14382306,3741279,14670390,216,14978403,6494954,0.004309802,15388035,50.67448,0.08193099,0.89193237,813,0.3555052,50.495796
GTEX-12WSM-0011-R10a-SM-5DUWV,,"B1, A1",,7.8,Brain,Brain - Frontal Cortex (BA9),9834,,,Actual Death,BP-44878,RNA isolation_PAXgene Tissue miRNA,10/22/13,LCSET-4634,2/8/14,TrueSeq.v1,USE ME,,0.936552,64802,0.9609723,791,0.9466472,0.89043134,0.3286224,25528,0.73784804,0.69243026,76,56.028214,0.002237671,292,61073300,75974419,0.038416065,3762656,80256314,8033860,0.58879596,146747,36845488,57215,0.032042343,0,0.07054111,0.6984818,0.84292436,56057571,0.002473031,15917450,4004230,16070835,265,16257700,10860774,0.002354096,16417545,50.2446,0.04688299,0.9567426,872,0.26215205,50.239754
