Assay_Type_s	AssemblyName_s	AvgSpotLen_l	BioSample_s	Center_Name_s	Experiment_s	InsertSize_l	Instrument_s	LibraryLayout_s	LibrarySelection_s	LibrarySource_s	Library_Name_s	LoadDate_s	MBases_l	MBytes_l	ReleaseDate_s	Run_s	SRA_Sample_s	Sample_Name_s	data_type_s	instrument_name_s	lane_s	library_type_s	product_order_s	product_part_number_s	work_request_s	BioProject_s	Consent_s	Organism_s	Platform_s	SRA_Study_s
RNA-Seq	GRCh37	152	SAMN00992976	BI	SRX199066	199	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-85409	2014-10-02	6542	3528	2012-10-22	SRR601263	SRS333488	GTEX-OOBJ-0006-SM-2I3F4							28307	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN00992644	BI	SRX199067	185	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-85368	2014-10-02	7298	3800	2012-10-22	SRR600900	SRS333156	GTEX-PX3G-0526-SM-2I3EM							28307	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN00993065	BI	SRX199071	168	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-85372	2014-10-02	7863	4178	2012-10-22	SRR601287	SRS333577	GTEX-N7MT-0011-R7a-SM-2I3FZ							28307	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN00992544	BI	SRX199073	173	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-85076	2014-10-02	19602	10148	2012-10-22	SRR600924	SRS333056	GTEX-OHPM-0326-SM-2HMKT							28255	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN00992869	BI	SRX199080	169	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-85351	2014-10-02	8095	4220	2012-10-22	SRR600957	SRS333381	GTEX-NPJ7-0011-R11A-SM-2I3E8							28307	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN00992578	BI	SRX199083	181	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-85375	2014-10-02	6709	3513	2012-10-22	SRR601311	SRS333090	GTEX-PWOO-0726-SM-2I3EB							28307	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	202	SAMN00992625	BI	SRX199084	215	Illumina MiSeq	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-76131	2014-10-02	7661	3861	2012-10-24	SRR607214	SRS333137	GTEX-N7MS-0007-SM-2D7W1							27435	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN00993025	BI	SRX199088	208	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-85070	2014-10-02	8171	4480	2012-10-22	SRR600981	SRS333537	GTEX-OHPL-1626-SM-2HMIR							28255	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	136	SAMN00992967	BI	SRX199090	182	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-86341	2014-10-02	9336	5541	2012-10-22	SRR601006	SRS333479	GTEX-PWO3-0926-SM-2I5EY							28308	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN00992653	BI	SRX199093	173	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-85398	2014-10-02	12057	6646	2012-10-22	SRR601038	SRS333165	GTEX-PWCY-0005-SM-2I3E2							28307	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN00992424	BI	SRX199102	173	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-85117	2014-10-02	27073	13780	2012-10-22	SRR601068	SRS332936	GTEX-Q2AG-0126-SM-2HMLB							28255	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN00992879	BI	SRX199104	164	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-85427	2014-10-02	7978	4142	2012-10-22	SRR601098	SRS333391	GTEX-NPJ7-2826-SM-2I3FU							28307	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN00992846	BI	SRX199108	184	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-85400	2014-10-02	6978	3750	2012-10-22	SRR602389	SRS333358	GTEX-PWCY-2326-SM-2I3EQ							28307	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN00992502	BI	SRX199111	168	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-85357	2014-10-02	9218	4878	2012-10-22	SRR601122	SRS333014	GTEX-NL4W-0011-R6a-SM-2I3GA							28307	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN00992784	BI	SRX199118	180	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-85418	2014-10-02	6493	3555	2012-10-22	SRR601157	SRS333296	GTEX-PWN1-2626-SM-2I3FH							28307	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	136	SAMN00993112	BI	SRX199119	175	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-86353	2014-10-02	12314	7085	2012-10-22	SRR601169	SRS333624	GTEX-PWO3-0011-R8A-SM-2I5GD							28308	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN00993047	BI	SRX199124	186	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-85091	2014-10-02	8398	4709	2012-10-22	SRR601335	SRS333559	GTEX-P4PQ-0005-SM-2HMKJ							28255	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	136	SAMN00992774	BI	SRX199127	164	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-86295	2014-10-02	10286	5987	2012-10-22	SRR601201	SRS333286	GTEX-OHPN-0011-R6A-SM-2I5FH							28308	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN00992485	BI	SRX199131	177	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-85144	2014-10-02	8683	4824	2012-10-22	SRR602540	SRS332997	GTEX-Q2AG-0011-R7A-SM-2HMJP							28255	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN00992423	BI	SRX199133	185	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-85127	2014-10-03	14845	8831	2012-10-22	SRR601925	SRS332935	GTEX-OHPK-0526-SM-2HMJB							28255	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN00992517	BI	SRX199142	179	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-85387	2014-10-02	7181	3765	2012-10-22	SRR601962	SRS333029	GTEX-QDVN-0626-SM-2I3FP							28307	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN00992640	BI	SRX199145	177	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-85094	2014-10-02	7625	4273	2012-10-22	SRR601986	SRS333152	GTEX-OIZG-1126-SM-2HMIU							28255	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN00992885	BI	SRX199146	211	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-85062	2014-10-02	9263	5147	2012-10-22	SRR602010	SRS333397	GTEX-OIZG-1326-SM-2HMIQ							28255	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN00992510	BI	SRX199149	173	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-85378	2014-10-02	6840	3556	2012-10-24	SRR608002	SRS333022	GTEX-P44G-0011-R3A-SM-2I3FC							28307	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN00993119	BI	SRX199154	205	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-85410	2014-10-02	7100	3732	2012-10-22	SRR602034	SRS333631	GTEX-Q2AI-0006-SM-2I3FG							28307	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN00992925	BI	SRX199155	193	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-85391	2014-10-02	7051	3660	2012-10-22	SRR601239	SRS333437	GTEX-Q2AH-0526-SM-2I3ED							28307	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN00992667	BI	SRX199159	187	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-85096	2014-10-02	8495	4674	2012-10-22	SRR602058	SRS333179	GTEX-OOBK-0526-SM-2HMJJ							28255	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN00992997	BI	SRX199163	195	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-85078	2014-10-02	7427	4085	2012-10-22	SRR602082	SRS333509	GTEX-OIZH-0126-SM-2HMIS							28255	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN00992940	BI	SRX199166	181	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-85089	2014-10-02	9432	5251	2012-10-22	SRR602106	SRS333452	GTEX-NFK9-0926-SM-2HMJU							28255	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	147	SAMN00992890	BI	SRX199168	173	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-86311	2014-10-02	27176	14128	2012-10-22	SRR602131	SRS333402	GTEX-OHPN-0011-R8A-SM-2I5FJ							28308	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN00992847	BI	SRX199175	174	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-85088	2014-10-02	8107	4465	2012-10-22	SRR602169	SRS333359	GTEX-Q2AG-0011-R1A-SM-2HMJI							28255	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN00993033	BI	SRX199176	173	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-85404	2014-10-02	7265	3836	2012-10-22	SRR602193	SRS333545	GTEX-NL4W-0011-R8a-SM-2I3G4							28307	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	202	SAMN00992742	BI	SRX199179	195	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-74477	2014-10-02	6103	3051	2012-10-24	SRR607311	SRS333254	GTEX-N7MS-2526-SM-2D7W3							27435	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	136	SAMN00993000	BI	SRX199181	215	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-86336	2014-10-02	10363	6018	2012-10-22	SRR601581	SRS333512	GTEX-QEG4-0006-SM-2I5FY							28308	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN00992844	BI	SRX199185	201	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-85090	2014-10-02	8870	4890	2012-10-24	SRR607313	SRS333356	GTEX-OXRK-0826-SM-2HMK7							28255	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	136	SAMN00993116	BI	SRX199187	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Solexa-86297	2014-10-02	9907	5785	2012-10-22	SRR602217	SRS333628	GTEX-QESD-0006-SM-2I5G6							28308	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	136	SAMN00992793	BI	SRX199193	158	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-86292	2014-10-02	7033	4071	2012-10-22	SRR602271	SRS333305	GTEX-OXRO-0011-R5A-SM-2I5EG							28308	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN00992500	BI	SRX199195	190	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-85103	2014-10-02	8899	4916	2012-10-22	SRR601645	SRS333012	GTEX-P4PQ-0326-SM-2HMJ8							28255	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN00992664	BI	SRX199200	207	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-85083	2014-10-02	9693	5323	2012-10-22	SRR601671	SRS333176	GTEX-OIZH-1626-SM-2HMKI							28255	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN00993089	BI	SRX199209	193	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-85130	2014-10-02	8064	4543	2012-10-22	SRR602437	SRS333601	GTEX-OIZH-0326-SM-2HMKC							28255	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN00992819	BI	SRX199213	173	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-85441	2014-10-02	16429	9264	2012-10-22	SRR602461	SRS333331	GTEX-OOBJ-0326-SM-2I3F8							28307	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN00993126	BI	SRX199219	194	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-85424	2014-10-02	6846	3527	2012-10-22	SRR602492	SRS333638	GTEX-P4QS-0526-SM-2I3ET							28307	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN00992674	BI	SRX199220	175	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-85359	2014-10-02	7383	3816	2012-10-22	SRR602516	SRS333186	GTEX-NL3H-0011-R10A-SM-2I3E9							28307	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	136	SAMN00993037	BI	SRX199226	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Solexa-86308	2014-10-02	9802	5675	2012-10-22	SRR601868	SRS333549	GTEX-O5YW-0326-SM-2I5EI							28308	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN00992877	BI	SRX199228	179	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-85106	2014-10-02	8564	4712	2012-10-22	SRR601359	SRS333389	GTEX-OHPK-2626-SM-2HMK9							28255	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN00992959	BI	SRX199230	210	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-85151	2014-10-02	7790	4357	2012-10-22	SRR601387	SRS333471	GTEX-OXRK-1826-SM-2HMJE							28255	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	136	SAMN00992826	BI	SRX199240	185	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-86348	2014-10-02	9697	5599	2012-10-22	SRR601445	SRS333338	GTEX-OXRN-0526-SM-2I5EN							28308	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	145	SAMN00992797	BI	SRX199246	173	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-86309	2014-10-02	18451	10604	2012-10-24	SRR608026	SRS333309	GTEX-OXRN-0005-SM-2I5EU							28308	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN00992921	BI	SRX199250	183	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-85361	2014-10-02	7164	3699	2012-10-22	SRR601477	SRS333433	GTEX-P4QT-0526-SM-2I3EX							28307	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN00992906	BI	SRX199254	177	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-85402	2014-10-02	7746	4047	2012-10-22	SRR601500	SRS333418	GTEX-P44G-0011-R10A-SM-2I3FF							28307	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN00992455	BI	SRX199257	173	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-85115	2014-10-02	17069	8943	2012-10-24	SRR608064	SRS332967	GTEX-P4PQ-2626-SM-2HMKM							28255	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN00992932	BI	SRX199265	197	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-85133	2014-10-02	11715	6682	2012-10-24	SRR607679	SRS333444	GTEX-N7MS-2326-SM-2HMLD							28255	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN00992806	BI	SRX199266	186	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-85415	2014-10-02	13046	7887	2012-10-22	SRR601525	SRS333318	GTEX-PX3G-2626-SM-2I3EG							28307	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	136	SAMN00992587	BI	SRX199272	183	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-86366	2014-10-02	9876	5673	2012-10-22	SRR601549	SRS333099	GTEX-PLZ4-1226-SM-2I5FE							28308	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	136	SAMN00993093	BI	SRX199278	188	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-86294	2014-10-02	10212	5898	2012-10-22	SRR601613	SRS333605	GTEX-P78B-0426-SM-2I5F5							28308	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	136	SAMN00992814	BI	SRX199282	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Solexa-86317	2014-10-02	8793	5150	2012-10-22	SRR602282	SRS333326	GTEX-Q734-1926-SM-2I5EV							28308	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	202	SAMN00992953	BI	SRX199283	208	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-74469	2014-10-02	6038	2973	2012-10-22	SRR601669	SRS333465	GTEX-NPJ8-1526-SM-2D7VU							27435	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN00993075	BI	SRX199285	227	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-85126	2014-10-02	13950	7811	2012-10-22	SRR601695	SRS333587	GTEX-NPJ8-1626-SM-2HMIY							28255	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	136	SAMN00992986	BI	SRX199289	194	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-86361	2014-10-02	12219	7032	2012-10-22	SRR601723	SRS333498	GTEX-O5YV-0526-SM-2I5GE							28308	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN00992611	BI	SRX199293	177	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-85373	2014-10-02	6843	3667	2012-10-22	SRR602365	SRS333123	GTEX-N7MT-0011-R3a-SM-2I3GC							28307	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	136	SAMN00992547	BI	SRX199299	172	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-86350	2014-10-02	10749	6265	2012-10-22	SRR601755	SRS333059	GTEX-OHPN-0011-R3A-SM-2I5FC							28308	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN00992870	BI	SRX199301	163	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-85405	2014-10-02	15714	8994	2012-10-22	SRR601787	SRS333382	GTEX-NL3H-0011-R2a-SM-2I3GG							28307	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN00992747	BI	SRX199308	202	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-85066	2014-10-02	18453	10501	2012-10-22	SRR601815	SRS333259	GTEX-OHPM-1626-SM-2HMK4							28255	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN00992538	BI	SRX199314	175	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-85385	2014-10-02	11655	6567	2012-10-22	SRR601843	SRS333050	GTEX-OXRL-2626-SM-2I3F1							28307	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN00992798	BI	SRX199318	180	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-85141	2014-10-02	7870	4446	2012-10-22	SRR601900	SRS333310	GTEX-OHPJ-1026-SM-2HMLE							28255	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	144	SAMN00992762	BI	SRX199326	199	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-86288	2014-10-02	18151	10324	2012-10-22	SRR603690	SRS333274	GTEX-PWO3-0005-SM-2I5FS							28308	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN00993001	BI	SRX199331	228	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-85131	2014-10-02	8550	4728	2012-10-24	SRR607117	SRS333513	GTEX-OHPJ-1626-SM-2HMKO							28255	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN00992713	BI	SRX199332	191	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-85110	2014-10-02	12269	6895	2012-10-24	SRR607091	SRS333225	GTEX-NPJ8-0011-R3a-SM-2HMIW							28255	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	136	SAMN00992554	BI	SRX199337	187	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-86287	2014-10-02	9701	5629	2012-10-24	SRR607279	SRS333066	GTEX-PLZ6-0426-SM-2I5FG							28308	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	202	SAMN00992480	BI	SRX199341	250	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-74459	2014-10-02	5921	2924	2012-10-24	SRR606974	SRS332992	GTEX-O5YV-2026-SM-2D7VS							27435	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	136	SAMN00992679	BI	SRX199343	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Solexa-86349	2014-10-02	11689	6755	2012-10-24	SRR607647	SRS333191	GTEX-PWO3-0011-R5A-SM-2I5EZ							28308	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN00992908	BI	SRX199353	173	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-85101	2014-10-02	25664	13510	2012-10-24	SRR607970	SRS333420	GTEX-P4PP-0326-SM-2HML9							28255	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	136	SAMN00992754	BI	SRX199356	235	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-86338	2014-10-02	9061	5257	2012-10-24	SRR607743	SRS333266	GTEX-P4QR-0006-SM-2I5GN							28308	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	145	SAMN00992903	BI	SRX199361	173	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-86301	2014-10-02	18561	10395	2012-10-24	SRR607705	SRS333415	GTEX-OXRP-0326-SM-2I5ET							28308	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN00992524	BI	SRX199365	173	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-85138	2014-10-02	26150	13696	2012-10-24	SRR607775	SRS333036	GTEX-N7MS-0011-R3a-SM-2HMKD							28255	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	136	SAMN00992755	BI	SRX199369	188	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-86319	2014-10-02	9426	5431	2012-10-24	SRR607807	SRS333267	GTEX-POMQ-2226-SM-2I5FK							28308	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	144	SAMN00992694	BI	SRX199374	179	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-86298	2014-10-02	14743	8445	2012-10-24	SRR606982	SRS333206	GTEX-QEG5-0226-SM-2I5GI							28308	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	136	SAMN00992824	BI	SRX199382	182	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-86345	2014-10-02	11257	6521	2012-10-24	SRR607337	SRS333336	GTEX-OXRN-0011-R10A-SM-2I5GC							28308	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN00992839	BI	SRX199385	181	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-85422	2014-10-02	7000	3684	2012-10-22	SRR602314	SRS333351	GTEX-NPJ7-0011-R10A-SM-2I3E5							28307	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
